country_code,country,Adjustment,Date,pct_ca_oecd,cn,cn_2,pct_ca,ca,pct_ca_sa_2,cab
CRI,Costa Rica,Calendar and seasonally adjusted,2021-Q1,-3.151248,238,Costa Rica,.,-2.70239598339522,.,-2.70239591598511
CRI,Costa Rica,Calendar and seasonally adjusted,2022-Q1,-3.24355,238,Costa Rica,.,-5.01392921253904,.,-5.01392936706543
CRI,Costa Rica,Calendar and seasonally adjusted,2023-Q1,-1.418838,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2024-Q1,-1.367156,.,.,.,.,.,.
MEX,Mexico,Calendar and seasonally adjusted,2006-Q1,-0.2904766,273,Mexico,-0.906836986541748,-0.518446908818358,-0.80984323,-0.518446922302246
MEX,Mexico,Calendar and seasonally adjusted,2007-Q1,-0.8153738,273,Mexico,-2.11105961352587,-1.36134153330239,-2.0139347,-1.36134147644043
MEX,Mexico,Calendar and seasonally adjusted,2008-Q1,-1.331938,273,Mexico,-1.05664217844605,-1.40507648592905,-0.99324359,-1.40507650375366
MEX,Mexico,Calendar and seasonally adjusted,2009-Q1,-0.763573,273,Mexico,-0.95668314024806,-1.72324752311008,-0.93135,-1.72324752807617
MEX,Mexico,Calendar and seasonally adjusted,2010-Q1,-0.3410676,273,Mexico,0.169667263980955,-1.07240044856947,0.1701296,-1.07240045070648
MEX,Mexico,Calendar and seasonally adjusted,2011-Q1,-0.8956048,273,Mexico,-0.476684793829918,-1.39550153122493,-0.48038371,-1.39550149440765
MEX,Mexico,Calendar and seasonally adjusted,2012-Q1,-1.486265,273,Mexico,.,-1.6318245037925,.,-1.6318244934082
MEX,Mexico,Calendar and seasonally adjusted,2013-Q1,-2.529448,273,Mexico,.,-1.65438297229108,.,-1.65438294410706
MEX,Mexico,Calendar and seasonally adjusted,2014-Q1,-1.852827,273,Mexico,.,-1.15307363457574,.,-1.15307366847992
MEX,Mexico,Calendar and seasonally adjusted,2015-Q1,-2.64517,273,Mexico,.,-1.28864434688484,.,-1.28864431381226
MEX,Mexico,Calendar and seasonally adjusted,2016-Q1,-2.391102,273,Mexico,.,-1.58219913423624,.,-1.58219909667969
MEX,Mexico,Calendar and seasonally adjusted,2017-Q1,-1.776971,273,Mexico,.,-2.80836454203488,.,-2.80836462974548
MEX,Mexico,Calendar and seasonally adjusted,2018-Q1,-2.112089,273,Mexico,.,-1.81632075063852,.,-1.81632077693939
MEX,Mexico,Calendar and seasonally adjusted,2019-Q1,-0.3985675,273,Mexico,.,-0.891787954271849,.,-0.891787946224213
MEX,Mexico,Calendar and seasonally adjusted,2020-Q1,2.496692,273,Mexico,.,0.652017702168289,.,0.652017712593079
MEX,Mexico,Calendar and seasonally adjusted,2021-Q1,-0.5280145,273,Mexico,.,-0.340464573070781,.,-0.340464562177658
MEX,Mexico,Calendar and seasonally adjusted,2022-Q1,-1.476895,273,Mexico,.,-0.628964546443298,.,-0.62896454334259
MEX,Mexico,Calendar and seasonally adjusted,2023-Q1,-0.2757576,.,.,.,.,.,.
MEX,Mexico,Calendar and seasonally adjusted,2024-Q1,-0.1880512,.,.,.,.,.,.
CAN,Canada,Calendar and seasonally adjusted,1981-Q1,-4.183425,156,Canada,-5.27708046138287,-4.14054248410077,-3.9974242,-4.14054250717163
CAN,Canada,Calendar and seasonally adjusted,1982-Q1,0.4816089,156,Canada,-1.58183574676514,-0.445948345186995,-0.28738122,-0.445948332548141
CAN,Canada,Calendar and seasonally adjusted,1983-Q1,-0.8212271,156,Canada,-1.37591604143381,-0.464244263905008,-0.1381817,-0.464244276285172
CAN,Canada,Calendar and seasonally adjusted,1984-Q1,-0.4699739,156,Canada,-2.16445066034794,-1.2593783494105,-1.0403859,-1.25937831401825
CAN,Canada,Calendar and seasonally adjusted,1985-Q1,-1.644692,156,Canada,-1.12357325851917,-0.401566768704124,-0.12223911,-0.40156677365303
CAN,Canada,Calendar and seasonally adjusted,1986-Q1,-3.060685,156,Canada,-3.76590341329575,-3.19082473988261,-2.8058588,-3.19082474708557
CAN,Canada,Calendar and seasonally adjusted,1987-Q1,-3.205224,156,Canada,-3.53894792497158,-2.5419740662173,-2.561009,-2.54197406768799
CAN,Canada,Calendar and seasonally adjusted,1988-Q1,-3.061018,156,Canada,-4.32470701634884,-3.14527586635851,-3.2530453,-3.14527583122253
CAN,Canada,Calendar and seasonally adjusted,1989-Q1,-3.950574,156,Canada,-4.44526225328445,-3.17849305047549,-3.2602666,-3.1784930229187
CAN,Canada,Calendar and seasonally adjusted,1990-Q1,-3.433708,156,Canada,-5.63485287129879,-4.27905793666393,-4.33007,-4.27905797958374
CAN,Canada,Calendar and seasonally adjusted,1991-Q1,-3.729068,156,Canada,-4.8748891800642,-3.71407822388215,-3.5221369,-3.7140781879425
CAN,Canada,Calendar and seasonally adjusted,1992-Q1,-3.61099,156,Canada,-5.61032108962536,-4.09291162916474,-4.2882466,-4.09291172027588
CAN,Canada,Calendar and seasonally adjusted,1993-Q1,-3.832772,156,Canada,-4.62848916649818,-3.30375828392047,-3.3896767,-3.30375838279724
CAN,Canada,Calendar and seasonally adjusted,1994-Q1,-2.386082,156,Canada,-4.34988290071487,-2.77018492058562,-3.1486567,-2.7701849937439
CAN,Canada,Calendar and seasonally adjusted,1995-Q1,-0.8276169,156,Canada,-2.50688213855028,-0.828183481962979,-1.3046525,-0.828183472156525
CAN,Canada,Calendar and seasonally adjusted,1996-Q1,0.4172089,156,Canada,-1.41180204227567,1.04239713435551E-02,-0.244279,0.0104239713400602
CAN,Canada,Calendar and seasonally adjusted,1997-Q1,-1.329936,156,Canada,-1.30794327706099,-0.326101095825278,-0.26098215,-0.326101094484329
CAN,Canada,Calendar and seasonally adjusted,1998-Q1,-1.340545,156,Canada,-2.69649401307106,-1.66956983218705,-1.8100204,-1.66956984996796
CAN,Canada,Calendar and seasonally adjusted,1999-Q1,0.1712765,156,Canada,-1.13524775952101,-0.14683565071162,-0.40888779,-0.146835654973984
CAN,Canada,Calendar and seasonally adjusted,2000-Q1,2.542115,156,Canada,1.32851181551814,2.08636239613974,1.8863289,2.08636236190796
CAN,Canada,Calendar and seasonally adjusted,2001-Q1,2.207457,156,Canada,3.28627191483974,3.71502812359773,3.6991041,3.71502804756165
CAN,Canada,Calendar and seasonally adjusted,2002-Q1,1.744638,156,Canada,1.77525337785482,2.44666160325899,2.1808333,2.44666171073914
CAN,Canada,Calendar and seasonally adjusted,2003-Q1,1.225632,156,Canada,0.58066975325346,1.16631789122046,1.0890693,1.1663179397583
CAN,Canada,Calendar and seasonally adjusted,2004-Q1,2.344628,156,Canada,1.41184562817216,2.10613045973819,2.0394376,2.10613036155701
CAN,Canada,Calendar and seasonally adjusted,2005-Q1,1.903751,156,Canada,0.0688510772306472,0.902976402641699,0.79328504,0.902976393699646
CAN,Canada,Calendar and seasonally adjusted,2006-Q1,1.446402,156,Canada,1.26803703606129,1.85013550135501,1.9226753,1.85013544559479
CAN,Canada,Calendar and seasonally adjusted,2007-Q1,0.826268,156,Canada,0.146936648525298,1.02631980331886,0.66675676,1.02631986141205
CAN,Canada,Calendar and seasonally adjusted,2008-Q1,0.1249234,156,Canada,0.767102744430304,0.901730658353774,1.1177878,0.90173065662384
CAN,Canada,Calendar and seasonally adjusted,2009-Q1,-2.90986,156,Canada,-2.48625781387091,-2.73947619879376,-2.3090874,-2.73947620391846
CAN,Canada,Calendar and seasonally adjusted,2010-Q1,-3.565923,156,Canada,-2.94584948569536,-3.24032622236064,-2.8747688,-3.24032616615295
CAN,Canada,Calendar and seasonally adjusted,2011-Q1,-2.716895,156,Canada,-2.91105471551418,-3.08524055900278,-2.875622,-3.08524060249329
CAN,Canada,Calendar and seasonally adjusted,2012-Q1,-3.533229,156,Canada,.,-2.90603376085328,.,-2.90603375434875
CAN,Canada,Calendar and seasonally adjusted,2013-Q1,-3.142545,156,Canada,.,-3.22221772294341,.,-3.22221779823303
CAN,Canada,Calendar and seasonally adjusted,2014-Q1,-2.319554,156,Canada,.,-2.40494802011967,.,-2.40494799613953
CAN,Canada,Calendar and seasonally adjusted,2015-Q1,-3.495822,156,Canada,.,-3.89437081086529,.,-3.89437079429626
CAN,Canada,Calendar and seasonally adjusted,2016-Q1,-3.097635,156,Canada,.,-3.73134776473414,.,-3.73134779930115
CAN,Canada,Calendar and seasonally adjusted,2017-Q1,-2.800917,156,Canada,.,-2.38642379896049,.,-2.38642382621765
CAN,Canada,Calendar and seasonally adjusted,2018-Q1,-2.380039,156,Canada,.,-2.72872263302885,.,-2.72872257232666
CAN,Canada,Calendar and seasonally adjusted,2019-Q1,-1.960088,156,Canada,.,-3.17968781695892,.,-3.17968773841858
CAN,Canada,Calendar and seasonally adjusted,2020-Q1,-2.003163,156,Canada,.,-3.19585178403219,.,-3.19585180282593
CAN,Canada,Calendar and seasonally adjusted,2021-Q1,-0.02280591,156,Canada,.,5.34282874574606E-02,.,0.0534282885491848
CAN,Canada,Calendar and seasonally adjusted,2022-Q1,-0.2998557,156,Canada,.,0.392866458007303,.,0.392866462469101
CAN,Canada,Calendar and seasonally adjusted,2023-Q1,-0.6290091,.,.,.,.,.,.
CAN,Canada,Calendar and seasonally adjusted,2024-Q1,-0.5067572,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2020-Q4,-0.5249992,238,Costa Rica,.,0.40810366614955,.,0.408103674650192
CRI,Costa Rica,Calendar and seasonally adjusted,2021-Q1,-1.864789,238,Costa Rica,.,-2.70239598339522,.,-2.70239591598511
CRI,Costa Rica,Calendar and seasonally adjusted,2021-Q2,-3.489868,238,Costa Rica,.,-2.72543763516043,.,-2.7254376411438
CRI,Costa Rica,Calendar and seasonally adjusted,2021-Q3,-2.197865,238,Costa Rica,.,-3.31688000981208,.,-3.31687998771667
CRI,Costa Rica,Calendar and seasonally adjusted,2021-Q4,-5.01725,238,Costa Rica,.,-4.44533514074126,.,-4.44533491134644
CRI,Costa Rica,Calendar and seasonally adjusted,2022-Q1,-6.37933,238,Costa Rica,.,-5.01392921253904,.,-5.01392936706543
CRI,Costa Rica,Calendar and seasonally adjusted,2022-Q2,-1.784899,238,Costa Rica,.,-3.06677208779407,.,-3.06677198410034
CRI,Costa Rica,Calendar and seasonally adjusted,2022-Q3,-2.952519,238,Costa Rica,.,,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2022-Q4,-1.993318,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2023-Q1,-2.040588,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2023-Q2,-1.421708,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2023-Q3,-1.915109,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2023-Q4,-0.352612,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2024-Q1,-0.843163,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2024-Q2,-1.990505,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2024-Q3,-0.4687216,.,.,.,.,.,.
CRI,Costa Rica,Calendar and seasonally adjusted,2024-Q4,-2.123175,.,.,.,.,.,.
CZE,Czechia,Calendar and seasonally adjusted,1995-Q1,-1.639487,935,Czech Republic,-1.66150461882353,-2.02916046483584,-3.04729,-2.02916049957275
CZE,Czechia,Calendar and seasonally adjusted,1995-Q2,-2.542884,935,Czech Republic,-2.50701550394297,-2.98489239735097,-3.2249815,-2.98489236831665
CZE,Czechia,Calendar and seasonally adjusted,1995-Q3,-1.606864,935,Czech Republic,-0.627373764291406,-1.1697266505453,-1.0648043,-1.16972661018372
CZE,Czechia,Calendar and seasonally adjusted,1995-Q4,-3.258015,935,Czech Republic,-4.99037876725197,-2.92206225686436,-3.2480057,-2.92206215858459
CZE,Czechia,Calendar and seasonally adjusted,1996-Q1,-4.425579,935,Czech Republic,-4.55674566328526,-4.42798356592731,-5.2167149,-4.42798376083374
CZE,Czechia,Calendar and seasonally adjusted,1996-Q2,-5.530008,935,Czech Republic,-5.71505911648273,-5.818688833379,-6.13043,-5.81868886947632
CZE,Czechia,Calendar and seasonally adjusted,1996-Q3,-7.194065,935,Czech Republic,-7.64938965439796,-7.99300006571355,-8.1399832,-7.99300003051758
CZE,Czechia,Calendar and seasonally adjusted,1996-Q4,-6.322803,935,Czech Republic,-8.34733098745346,-6.17124800800394,-6.9604381,-6.17124795913696
CZE,Czechia,Calendar and seasonally adjusted,1997-Q1,-7.662442,935,Czech Republic,-7.98341184854507,-7.40901496175549,-8.320398,-7.40901517868042
CZE,Czechia,Calendar and seasonally adjusted,1997-Q2,-7.167509,935,Czech Republic,-7.43045136332512,-7.48567226358877,-7.9416412,-7.48567247390747
CZE,Czechia,Calendar and seasonally adjusted,1997-Q3,-4.61697,935,Czech Republic,-4.96917627751827,-5.31700383755861,-5.5131095,-5.31700372695923
CZE,Czechia,Calendar and seasonally adjusted,1997-Q4,-3.183741,935,Czech Republic,-5.08275106549263,-2.93144604133873,-3.4896873,-2.93144607543945
CZE,Czechia,Calendar and seasonally adjusted,1998-Q1,-2.811533,935,Czech Republic,-2.01825946569443,-2.27327582128365,-2.3142869,-2.27327585220337
CZE,Czechia,Calendar and seasonally adjusted,1998-Q2,-0.5110145,935,Czech Republic,-0.0143016310175881,-0.727704845366439,-0.98514222,-0.72770482301712
CZE,Czechia,Calendar and seasonally adjusted,1998-Q3,-0.6965114,935,Czech Republic,-0.862430315464735,-1.14005844279246,-1.6494716,-1.14005839824677
CZE,Czechia,Calendar and seasonally adjusted,1998-Q4,-3.751924,935,Czech Republic,-5.12409172952175,-3.38880157964999,-3.0518158,-3.38880157470703
CZE,Czechia,Calendar and seasonally adjusted,1999-Q1,-2.761013,935,Czech Republic,-2.62080766260624,-2.65955029743032,-2.7618464,-2.65955018997192
CZE,Czechia,Calendar and seasonally adjusted,1999-Q2,-2.027821,935,Czech Republic,-1.20730977505445,-2.26146526627914,-2.2523787,-2.26146531105042
CZE,Czechia,Calendar and seasonally adjusted,1999-Q3,-0.6598781,935,Czech Republic,-0.940660759806633,-1.11795812714543,-1.771957,-1.11795806884766
CZE,Czechia,Calendar and seasonally adjusted,1999-Q4,-3.006204,935,Czech Republic,-4.95878756046295,-2.96222680743471,-2.9864408,-2.96222686767578
CZE,Czechia,Calendar and seasonally adjusted,2000-Q1,-3.877256,935,Czech Republic,-3.40689234435558,-3.93866184479655,-3.7906614,-3.93866181373596
CZE,Czechia,Calendar and seasonally adjusted,2000-Q2,-3.778709,935,Czech Republic,-3.44896838068962,-4.45036217475902,-4.3246979,-4.45036220550537
CZE,Czechia,Calendar and seasonally adjusted,2000-Q3,-4.706279,935,Czech Republic,-4.35790307819843,-4.19426623899011,-4.667427,-4.1942663192749
CZE,Czechia,Calendar and seasonally adjusted,2000-Q4,-5.393345,935,Czech Republic,-7.74638429284096,-4.96384947409567,-6.0820434,-4.96384954452515
CZE,Czechia,Calendar and seasonally adjusted,2001-Q1,-6.508827,935,Czech Republic,-5.4424200206995,-6.39582120140111,-6.3288131,-6.39582109451294
CZE,Czechia,Calendar and seasonally adjusted,2001-Q2,-5.302604,935,Czech Republic,-5.00741563737392,-6.04731958501395,-5.6554078,-6.04731941223145
CZE,Czechia,Calendar and seasonally adjusted,2001-Q3,-4.626334,935,Czech Republic,-5.66429272294044,-4.644509871815,-5.1314743,-4.64450979232788
CZE,Czechia,Calendar and seasonally adjusted,2001-Q4,-2.456839,935,Czech Republic,-4.6424362808466,-2.34112343940569,-3.2583541,-2.34112334251404
CZE,Czechia,Calendar and seasonally adjusted,2002-Q1,-5.593944,935,Czech Republic,-3.62627170979977,-5.2965231031741,-5.6155954,-5.29652309417725
CZE,Czechia,Calendar and seasonally adjusted,2002-Q2,-4.265486,935,Czech Republic,-3.88369560241699,-4.76006588744959,-4.2906096,-4.76006603240967
CZE,Czechia,Calendar and seasonally adjusted,2002-Q3,-5.505204,935,Czech Republic,-7.28922784328461,-5.65570897176935,-5.8788493,-5.65570878982544
CZE,Czechia,Calendar and seasonally adjusted,2002-Q4,-4.827208,935,Czech Republic,-7.11994171142578,-4.56983543123639,-5.373861,-4.5698356628418
CZE,Czechia,Calendar and seasonally adjusted,2003-Q1,-3.253622,935,Czech Republic,-1.1583125218749,-3.52075944831834,-4.4971852,-3.52075934410095
CZE,Czechia,Calendar and seasonally adjusted,2003-Q2,-5.521708,935,Czech Republic,-5.7898223400116,-6.1929473413167,-5.9277106,-6.19294738769531
CZE,Czechia,Calendar and seasonally adjusted,2003-Q3,-5.731192,935,Czech Republic,-7.53045529127121,-5.9824564631388,-5.6199987,-5.98245668411255
CZE,Czechia,Calendar and seasonally adjusted,2003-Q4,-7.052505,935,Czech Republic,-10.0037693977356,-7.00814802080317,-7.983722,-7.00814819335938
CZE,Czechia,Calendar and seasonally adjusted,2004-Q1,-3.43801,935,Czech Republic,-2.00897082686424,-4.17209031806611,-6.3698476,-4.17209053039551
CZE,Czechia,Calendar and seasonally adjusted,2004-Q2,-4.051353,935,Czech Republic,-5.72209060192108,-4.61581937212157,-5.1965051,-4.61581945419312
CZE,Czechia,Calendar and seasonally adjusted,2004-Q3,-5.180775,935,Czech Republic,-8.26007947325706,-5.32741975855018,-5.9840947,-5.32741975784302
CZE,Czechia,Calendar and seasonally adjusted,2004-Q4,-0.958958,935,Czech Republic,-4.5712735503912,-0.91023577273748,-2.8730104,-0.91023576259613
CZE,Czechia,Calendar and seasonally adjusted,2005-Q1,-2.128508,935,Czech Republic,3.81238125264645,-2.76577461416496,-1.2237025,-2.76577472686768
CZE,Czechia,Calendar and seasonally adjusted,2005-Q2,-3.487835,935,Czech Republic,-3.28255854547024,-3.25211832340458,-2.0382392,-3.25211834907532
CZE,Czechia,Calendar and seasonally adjusted,2005-Q3,-1.499016,935,Czech Republic,-3.42715159058571,-1.97006987052549,-1.2481946,-1.97006988525391
CZE,Czechia,Calendar and seasonally adjusted,2005-Q4,-2.052731,935,Czech Republic,-1.96666941046715,-0.457448026069308,-0.43611986,-0.457448035478592
CZE,Czechia,Calendar and seasonally adjusted,2006-Q1,-0.215616,935,Czech Republic,3.02837546914816,-1.41587599111195,-2.2616998,-1.41587603092194
CZE,Czechia,Calendar and seasonally adjusted,2006-Q2,-2.96136,935,Czech Republic,-3.74684669077396,-3.30980983891224,-1.9047387,-3.309809923172
CZE,Czechia,Calendar and seasonally adjusted,2006-Q3,-2.962915,935,Czech Republic,-3.3106654882431,-1.95080324570339,-1.3788981,-1.95080327987671
CZE,Czechia,Calendar and seasonally adjusted,2006-Q4,-3.784143,935,Czech Republic,-4.94728460907936,-3.09394464292134,-3.3629978,-3.09394454956055
CZE,Czechia,Calendar and seasonally adjusted,2007-Q1,-3.435977,935,Czech Republic,3.4041054546833,-3.70713721722718,-2.2202723,-3.70713710784912
CZE,Czechia,Calendar and seasonally adjusted,2007-Q2,-4.624447,935,Czech Republic,-5.70141561329365,-4.81169878440729,-3.5134788,-4.81169891357422
CZE,Czechia,Calendar and seasonally adjusted,2007-Q3,-5.592024,935,Czech Republic,-5.66666722297668,-5.7581026281533,-3.7214402,-5.75810241699219
CZE,Czechia,Calendar and seasonally adjusted,2007-Q4,-4.122049,935,Czech Republic,-4.32448126375675,-4.05513695595343,-2.8849233,-4.05513715744019
CZE,Czechia,Calendar and seasonally adjusted,2008-Q1,-0.1103082,935,Czech Republic,6.02954737842083,-1.49921442904066,0.66328437,-1.49921441078186
CZE,Czechia,Calendar and seasonally adjusted,2008-Q2,-3.651803,935,Czech Republic,-3.18663455545902,-3.64721233998385,-1.0354335,-3.647212266922
CZE,Czechia,Calendar and seasonally adjusted,2008-Q3,0.5520287,935,Czech Republic,-0.801834836602211,0.069015319540286,0.97342698,0.0690153166651726
CZE,Czechia,Calendar and seasonally adjusted,2008-Q4,-2.55443,935,Czech Republic,-2.01142318546772,-2.40197544967629,-1.3406969,-2.40197539329529
CZE,Czechia,Calendar and seasonally adjusted,2009-Q1,-3.201733,935,Czech Republic,0.278198975138366,-3.39529394594946,-4.1835159,-3.39529395103455
CZE,Czechia,Calendar and seasonally adjusted,2009-Q2,-3.674607,935,Czech Republic,-5.67911751568317,-3.64156097318448,-3.7303226,-3.64156103134155
CZE,Czechia,Calendar and seasonally adjusted,2009-Q3,-1.343212,935,Czech Republic,-4.43722531199455,-1.54675531241577,-1.8533754,-1.54675531387329
CZE,Czechia,Calendar and seasonally adjusted,2009-Q4,-0.9250788,935,Czech Republic,-2.48661004006863,-0.425524481410375,-2.6807247,-0.425524473190308
CZE,Czechia,Calendar and seasonally adjusted,2010-Q1,-0.0686709,935,Czech Republic,0.724889105185866,-1.10224380395412,-3.730452,-1.10224378108978
CZE,Czechia,Calendar and seasonally adjusted,2010-Q2,-2.475178,935,Czech Republic,-3.6484606564045,-2.31375660774696,-2.3450839,-2.31375670433044
CZE,Czechia,Calendar and seasonally adjusted,2010-Q3,-7.506602,935,Czech Republic,-9.69662368297577,-7.60005275829826,-5.767561,-7.60005283355713
CZE,Czechia,Calendar and seasonally adjusted,2010-Q4,-2.769834,935,Czech Republic,-2.2511163726449,-3.14779599840629,-2.7432126,-3.14779591560364
CZE,Czechia,Calendar and seasonally adjusted,2011-Q1,0.1480832,935,Czech Republic,2.23908480256796,-0.276261019263347,-2.4898005,-0.276261031627655
CZE,Czechia,Calendar and seasonally adjusted,2011-Q2,-6.538149,935,Czech Republic,.,-7.58045156205234,.,-7.58045148849487
CZE,Czechia,Calendar and seasonally adjusted,2011-Q3,0.2913161,935,Czech Republic,.,-0.123807632905173,.,-0.12380763143301
CZE,Czechia,Calendar and seasonally adjusted,2011-Q4,-1.977023,935,Czech Republic,.,-0.391712009067794,.,-0.391712009906769
CZE,Czechia,Calendar and seasonally adjusted,2012-Q1,-1.587621,935,Czech Republic,.,-2.51527752690329,.,-2.51527762413025
CZE,Czechia,Calendar and seasonally adjusted,2012-Q2,-0.1681315,935,Czech Republic,.,-0.355556668256583,.,-0.355556666851044
CZE,Czechia,Calendar and seasonally adjusted,2012-Q3,-1.937826,935,Czech Republic,.,-1.2325748362728,.,-1.23257482051849
CZE,Czechia,Calendar and seasonally adjusted,2012-Q4,-2.577652,935,Czech Republic,.,-2.09031356492352,.,-2.09031367301941
CZE,Czechia,Calendar and seasonally adjusted,2013-Q1,-3.71497,935,Czech Republic,.,-3.32298714533134,.,-3.32298707962036
CZE,Czechia,Calendar and seasonally adjusted,2013-Q2,-0.1246159,935,Czech Republic,.,0.656867117716207,.,0.656867146492004
CZE,Czechia,Calendar and seasonally adjusted,2013-Q3,0.4947828,935,Czech Republic,.,0.2735583846986,.,0.273558378219604
CZE,Czechia,Calendar and seasonally adjusted,2013-Q4,0.2017968,935,Czech Republic,.,0.235386372157878,.,0.235386371612549
CZE,Czechia,Calendar and seasonally adjusted,2014-Q1,2.204168,935,Czech Republic,.,2.53703685532278,.,2.53703689575195
CZE,Czechia,Calendar and seasonally adjusted,2014-Q2,-0.5386214,935,Czech Republic,.,-1.30932270092216,.,-1.3093227148056
CZE,Czechia,Calendar and seasonally adjusted,2014-Q3,-0.05695228,935,Czech Republic,.,-0.942650243094947,.,-0.942650258541107
CZE,Czechia,Calendar and seasonally adjusted,2014-Q4,1.697445,935,Czech Republic,.,0.485904816708679,.,0.485904812812805
CZE,Czechia,Calendar and seasonally adjusted,2015-Q1,1.846973,935,Czech Republic,.,1.66578147939579,.,1.66578149795532
CZE,Czechia,Calendar and seasonally adjusted,2015-Q2,-1.939209,935,Czech Republic,.,-1.63194284039944,.,-1.63194286823273
CZE,Czechia,Calendar and seasonally adjusted,2015-Q3,-0.003694363,935,Czech Republic,.,-0.618139831689243,.,-0.618139803409576
CZE,Czechia,Calendar and seasonally adjusted,2015-Q4,3.040849,935,Czech Republic,.,2.37285690967401,.,2.37285685539246
CZE,Czechia,Calendar and seasonally adjusted,2016-Q1,5.664888,935,Czech Republic,.,4.93945348377313,.,4.93945360183716
CZE,Czechia,Calendar and seasonally adjusted,2016-Q2,0.6030403,935,Czech Republic,.,1.45305788372219,.,1.45305788516998
CZE,Czechia,Calendar and seasonally adjusted,2016-Q3,2.539525,935,Czech Republic,.,1.63670790806454,.,1.63670790195465
CZE,Czechia,Calendar and seasonally adjusted,2016-Q4,-1.62014,935,Czech Republic,.,-0.870577564675244,.,-0.870577573776245
CZE,Czechia,Calendar and seasonally adjusted,2017-Q1,3.579916,935,Czech Republic,.,3.09424113383168,.,3.09424114227295
CZE,Czechia,Calendar and seasonally adjusted,2017-Q2,1.613805,935,Czech Republic,.,1.52332722583897,.,1.52332723140717
CZE,Czechia,Calendar and seasonally adjusted,2017-Q3,0.1053391,935,Czech Republic,.,0.939780105852528,.,0.939780116081238
CZE,Czechia,Calendar and seasonally adjusted,2017-Q4,0.6577012,935,Czech Republic,.,0.703706653706251,.,0.703706681728363
CZE,Czechia,Calendar and seasonally adjusted,2018-Q1,-0.7390299,935,Czech Republic,.,-0.649436106414138,.,-0.649436116218567
CZE,Czechia,Calendar and seasonally adjusted,2018-Q2,0.3296616,935,Czech Republic,.,1.37970012113769,.,1.37970006465912
CZE,Czechia,Calendar and seasonally adjusted,2018-Q3,-0.8920682,935,Czech Republic,.,-0.872348664774598,.,-0.872348666191101
CZE,Czechia,Calendar and seasonally adjusted,2018-Q4,2.288897,935,Czech Republic,.,1.89061463583358,.,1.89061462879181
CZE,Czechia,Calendar and seasonally adjusted,2019-Q1,-2.079648,935,Czech Republic,.,-0.54949562616804,.,-0.54949563741684
CZE,Czechia,Calendar and seasonally adjusted,2019-Q2,2.287532,935,Czech Republic,.,2.26761055571572,.,2.26761054992676
CZE,Czechia,Calendar and seasonally adjusted,2019-Q3,1.201224,935,Czech Republic,.,0.188979820161301,.,0.188979819417
CZE,Czechia,Calendar and seasonally adjusted,2019-Q4,-0.03813943,935,Czech Republic,.,-0.57390731660457,.,-0.573907315731049
CZE,Czechia,Calendar and seasonally adjusted,2020-Q1,2.004358,935,Czech Republic,.,2.29684778389373,.,2.29684782028198
CZE,Czechia,Calendar and seasonally adjusted,2020-Q2,-1.405521,935,Czech Republic,.,-1.15493465828934,.,-1.1549346446991
CZE,Czechia,Calendar and seasonally adjusted,2020-Q3,7.83289,935,Czech Republic,.,7.40624979577671,.,7.40625
CZE,Czechia,Calendar and seasonally adjusted,2020-Q4,-1.316542,935,Czech Republic,.,-0.768012560519642,.,-0.768012583255768
CZE,Czechia,Calendar and seasonally adjusted,2021-Q1,-1.421626,935,Czech Republic,.,1.45569437458808,.,1.45569431781769
CZE,Czechia,Calendar and seasonally adjusted,2021-Q2,-1.569002,935,Czech Republic,.,0.668057585997301,.,0.668057560920715
CZE,Czechia,Calendar and seasonally adjusted,2021-Q3,-3.676663,935,Czech Republic,.,-2.85183877608892,.,-2.85183882713318
CZE,Czechia,Calendar and seasonally adjusted,2021-Q4,-1.74365,935,Czech Republic,.,-2.45943348529001,.,-2.45943355560303
CZE,Czechia,Calendar and seasonally adjusted,2022-Q1,-2.929182,935,Czech Republic,.,-3.73471308973681,.,-3.73471307754517
CZE,Czechia,Calendar and seasonally adjusted,2022-Q2,-3.511624,935,Czech Republic,.,-4.76071069086511,.,-4.76071071624756
CZE,Czechia,Calendar and seasonally adjusted,2022-Q3,-8.129887,935,Czech Republic,.,,.,.
CZE,Czechia,Calendar and seasonally adjusted,2022-Q4,-3.917057,.,.,.,.,.,.
CZE,Czechia,Calendar and seasonally adjusted,2023-Q1,-1.422597,.,.,.,.,.,.
CZE,Czechia,Calendar and seasonally adjusted,2023-Q2,-1.193177,.,.,.,.,.,.
CZE,Czechia,Calendar and seasonally adjusted,2023-Q3,0.4535531,.,.,.,.,.,.
