Country,Date,pct_ca_eurostat,Adjustment
Estonia,2016-Q2,1.8,None
Estonia,2016-Q3,4.1,None
Estonia,2016-Q4,0.5,None
Estonia,2017-Q1,1.5,None
Estonia,2017-Q2,1.1,None
Estonia,2017-Q3,2.6,None
Estonia,2017-Q4,1.4,None
Estonia,2018-Q1,0.5,None
Estonia,2018-Q2,1.7,None
Estonia,2018-Q3,0.3,None
Estonia,2018-Q4,-0.3,None
Estonia,2019-Q1,1.6,None
Estonia,2019-Q2,2.2,None
Estonia,2019-Q3,2.7,None
Estonia,2019-Q4,1.6,None
Estonia,2020-Q1,2.4,None
Estonia,2020-Q2,3.2,None
Estonia,2020-Q3,-2.2,None
Estonia,2020-Q4,-12.1,None
Estonia,2021-Q1,-7.1,None
Estonia,2021-Q2,-11,None
Estonia,2021-Q3,-2.2,None
Estonia,2021-Q4,4.4,None
Estonia,2022-Q1,-3.4,None
Estonia,2022-Q2,-6,None
Estonia,2022-Q3,-2.8,None
Estonia,2022-Q4,-3.5,None
Estonia,2023-Q1,-1.5,None
Estonia,2023-Q2,-2.4,None
Estonia,2023-Q3,-5.3,None
Estonia,2023-Q4,2,None
Estonia,2024-Q1,-2.2,None
Estonia,2024-Q2,-1.6,None
Estonia,2024-Q3,-3,None
Ireland,1991-Q1,.,None
Ireland,1991-Q2,.,None
Ireland,1991-Q3,.,None
Ireland,1991-Q4,.,None
Ireland,1992-Q1,.,None
Ireland,1992-Q2,.,None
Ireland,1992-Q3,.,None
Ireland,1992-Q4,.,None
Ireland,1993-Q1,.,None
Ireland,1993-Q2,.,None
Ireland,1993-Q3,.,None
Ireland,1993-Q4,.,None
Ireland,1994-Q1,.,None
Ireland,1994-Q2,.,None
Ireland,1994-Q3,.,None
Ireland,1994-Q4,.,None
Ireland,1995-Q1,.,None
Ireland,1995-Q2,.,None
Ireland,1995-Q3,.,None
Ireland,1995-Q4,.,None
Ireland,1996-Q1,.,None
Ireland,1996-Q2,.,None
Ireland,1996-Q3,.,None
Ireland,1996-Q4,.,None
Ireland,1997-Q1,.,None
Ireland,1997-Q2,.,None
Ireland,1997-Q3,.,None
Ireland,1997-Q4,.,None
Ireland,1998-Q1,.,None
Ireland,1998-Q2,.,None
Ireland,1998-Q3,.,None
Ireland,1998-Q4,.,None
Ireland,1999-Q1,.,None
Ireland,1999-Q2,.,None
Ireland,1999-Q3,.,None
Ireland,1999-Q4,.,None
Ireland,2000-Q1,.,None
Ireland,2000-Q2,.,None
Ireland,2000-Q3,.,None
Ireland,2000-Q4,.,None
Ireland,2001-Q1,.,None
Ireland,2001-Q2,.,None
Ireland,2001-Q3,.,None
Ireland,2001-Q4,.,None
Ireland,2002-Q1,-0.4,None
Ireland,2002-Q2,-2.2,None
Ireland,2002-Q3,1.4,None
Ireland,2002-Q4,2.1,None
Ireland,2003-Q1,-1.6,None
Ireland,2003-Q2,1.4,None
Ireland,2003-Q3,0.7,None
Ireland,2003-Q4,1.3,None
Ireland,2004-Q1,-0.6,None
Ireland,2004-Q2,0.5,None
Ireland,2004-Q3,-0.2,None
Ireland,2004-Q4,-0.1,None
Ireland,2005-Q1,-4.1,None
Ireland,2005-Q2,-2.8,None
Ireland,2005-Q3,-5,None
Ireland,2005-Q4,-2.3,None
Ireland,2006-Q1,-8.4,None
Ireland,2006-Q2,-6.3,None
Ireland,2006-Q3,-3.6,None
Ireland,2006-Q4,-3.3,None
Ireland,2007-Q1,-8.4,None
Ireland,2007-Q2,-7.4,None
Ireland,2007-Q3,-5.6,None
Ireland,2007-Q4,-4.7,None
Ireland,2008-Q1,-9.9,None
Ireland,2008-Q2,-6.6,None
Ireland,2008-Q3,-5.2,None
Ireland,2008-Q4,-3,None
Ireland,2009-Q1,-6.5,None
Ireland,2009-Q2,-5.3,None
Ireland,2009-Q3,-2.2,None
Ireland,2009-Q4,-4.6,None
Ireland,2010-Q1,-3.5,None
Ireland,2010-Q2,-3.4,None
Ireland,2010-Q3,2.8,None
Ireland,2010-Q4,-0.8,None
Ireland,2011-Q1,-3.3,None
Ireland,2011-Q2,-3.1,None
Ireland,2011-Q3,1.7,None
Ireland,2011-Q4,-1.8,None
Ireland,2012-Q1,-6.2,None
Ireland,2012-Q2,-5.4,None
Ireland,2012-Q3,1.1,None
Ireland,2012-Q4,-2.9,None
Ireland,2013-Q1,-1,None
Ireland,2013-Q2,1.6,None
Ireland,2013-Q3,6.4,None
Ireland,2013-Q4,2.3,None
Ireland,2014-Q1,-1.7,None
Ireland,2014-Q2,3.4,None
Ireland,2014-Q3,6.2,None
Ireland,2014-Q4,0.1,None
Ireland,2015-Q1,7.6,None
Ireland,2015-Q2,11.5,None
Ireland,2015-Q3,8.9,None
Ireland,2015-Q4,-2.9,None
Ireland,2016-Q1,2.7,None
Ireland,2016-Q2,0.4,None
Ireland,2016-Q3,-0.4,None
Ireland,2016-Q4,-6.9,None
Ireland,2017-Q1,9.1,None
Ireland,2017-Q2,-43.1,None
Ireland,2017-Q3,18.7,None
Ireland,2017-Q4,16,None
Ireland,2018-Q1,11.9,None
Ireland,2018-Q2,11.6,None
Ireland,2018-Q3,11.4,None
Ireland,2018-Q4,-16.6,None
Ireland,2019-Q1,9.9,None
Ireland,2019-Q2,-40.3,None
Ireland,2019-Q3,11.1,None
Ireland,2019-Q4,-61.9,None
Ireland,2020-Q1,-49.5,None
Ireland,2020-Q2,13.5,None
Ireland,2020-Q3,10.7,None
Ireland,2020-Q4,-2.4,None
Ireland,2021-Q1,14.7,None
Ireland,2021-Q2,14.2,None
Ireland,2021-Q3,17.5,None
Ireland,2021-Q4,2.6,None
Ireland,2022-Q1,11.9,None
Ireland,2022-Q2,9.8,None
Ireland,2022-Q3,7.9,None
Ireland,2022-Q4,5.9,None
Ireland,2023-Q1,9.3,None
Ireland,2023-Q2,9,None
Ireland,2023-Q3,14.3,None
Ireland,2023-Q4,-0.4,None
Ireland,2024-Q1,11.9,None
Ireland,2024-Q2,28.2,None
Ireland,2024-Q3,16.7,None
Greece,1991-Q1,.,None
Greece,1991-Q2,.,None
Greece,1991-Q3,.,None
Greece,1991-Q4,.,None
Greece,1992-Q1,.,None
Greece,1992-Q2,.,None
Greece,1992-Q3,.,None
Greece,1992-Q4,.,None
Greece,1993-Q1,.,None
Greece,1993-Q2,.,None
Greece,1993-Q3,.,None
Greece,1993-Q4,.,None
Greece,1994-Q1,.,None
Greece,1994-Q2,.,None
Greece,1994-Q3,.,None
Greece,1994-Q4,.,None
Greece,1995-Q1,.,None
Greece,1995-Q2,.,None
Greece,1995-Q3,.,None
Greece,1995-Q4,.,None
Greece,1996-Q1,.,None
Greece,1996-Q2,.,None
Greece,1996-Q3,.,None
Greece,1996-Q4,.,None
Greece,1997-Q1,.,None
Greece,1997-Q2,.,None
Greece,1997-Q3,.,None
Greece,1997-Q4,.,None
Greece,1998-Q1,.,None
Greece,1998-Q2,.,None
Greece,1998-Q3,.,None
Greece,1998-Q4,.,None
Greece,1999-Q1,.,None
Greece,1999-Q2,.,None
Greece,1999-Q3,.,None
Greece,1999-Q4,.,None
Greece,2000-Q1,.,None
Greece,2000-Q2,.,None
Greece,2000-Q3,.,None
Greece,2000-Q4,.,None
Greece,2001-Q1,.,None
Greece,2001-Q2,.,None
Greece,2001-Q3,.,None
Greece,2001-Q4,.,None
Greece,2002-Q1,-8.4,None
Greece,2002-Q2,-7.8,None
Greece,2002-Q3,-0.4,None
Greece,2002-Q4,-11.5,None
Greece,2003-Q1,-10.4,None
Greece,2003-Q2,-9.2,None
Greece,2003-Q3,-3,None
Greece,2003-Q4,-12.2,None
Greece,2004-Q1,-9.9,None
Greece,2004-Q2,-10.3,None
Greece,2004-Q3,-0.7,None
Greece,2004-Q4,-11,None
Greece,2005-Q1,-12.5,None
Greece,2005-Q2,-8.4,None
Greece,2005-Q3,-2.9,None
Greece,2005-Q4,-12.6,None
Greece,2006-Q1,-15.7,None
Greece,2006-Q2,-13.3,None
Greece,2006-Q3,-4.4,None
Greece,2006-Q4,-13.5,None
Greece,2007-Q1,-21,None
Greece,2007-Q2,-14.4,None
Greece,2007-Q3,-7.1,None
Greece,2007-Q4,-19.5,None
Greece,2008-Q1,-18,None
Greece,2008-Q2,-16.6,None
Greece,2008-Q3,-9.7,None
Greece,2008-Q4,-17.2,None
Greece,2009-Q1,-14.4,None
Greece,2009-Q2,-12.9,None
Greece,2009-Q3,-7.5,None
Greece,2009-Q4,-15.4,None
Greece,2010-Q1,-17.4,None
Greece,2010-Q2,-6.9,None
Greece,2010-Q3,-4.2,None
Greece,2010-Q4,-12.2,None
Greece,2011-Q1,-12.2,None
Greece,2011-Q2,-10.2,None
Greece,2011-Q3,-2.7,None
Greece,2011-Q4,-10.2,None
Greece,2012-Q1,-11.1,None
Greece,2012-Q2,-3.7,None
Greece,2012-Q3,6.5,None
Greece,2012-Q4,-6.5,None
Greece,2013-Q1,-8.6,None
Greece,2013-Q2,-2.8,None
Greece,2013-Q3,9.9,None
Greece,2013-Q4,-5,None
Greece,2014-Q1,-3.9,None
Greece,2014-Q2,-1.5,None
Greece,2014-Q3,9.1,None
Greece,2014-Q4,-7.2,None
Greece,2015-Q1,-9.1,None
Greece,2015-Q2,-3,None
Greece,2015-Q3,12.4,None
Greece,2015-Q4,-4.4,None
Greece,2016-Q1,-6.8,None
Greece,2016-Q2,-1.9,None
Greece,2016-Q3,7.8,None
Greece,2016-Q4,-6.8,None
Greece,2017-Q1,-7.6,None
Greece,2017-Q2,-1.9,None
Greece,2017-Q3,8.5,None
Greece,2017-Q4,-7.7,None
Greece,2018-Q1,-7.5,None
Greece,2018-Q2,-3.3,None
Greece,2018-Q3,6.7,None
Greece,2018-Q4,-8.4,None
Greece,2019-Q1,-8.9,None
Greece,2019-Q2,-0.8,None
Greece,2019-Q3,8.1,None
Greece,2019-Q4,-5.7,None
Greece,2020-Q1,-8.5,None
Greece,2020-Q2,-9,None
Greece,2020-Q3,-3.1,None
Greece,2020-Q4,-6.1,None
Greece,2021-Q1,-7,None
Greece,2021-Q2,-10.9,None
Greece,2021-Q3,3,None
Greece,2021-Q4,-12.5,None
Greece,2022-Q1,-15.6,None
Greece,2022-Q2,-10.1,None
Greece,2022-Q3,0.8,None
Greece,2022-Q4,-17.3,None
Greece,2023-Q1,-7.6,None
Greece,2023-Q2,-7.3,None
Greece,2023-Q3,2,None
Greece,2023-Q4,-12.5,None
Greece,2024-Q1,-7.2,None
Greece,2024-Q2,-7.7,None
Greece,2024-Q3,0.5,None
Spain,1991-Q1,.,None
Spain,1991-Q2,.,None
Spain,1991-Q3,.,None
Spain,1991-Q4,.,None
Spain,1992-Q1,.,None
Spain,1992-Q2,.,None
Spain,1992-Q3,.,None
Spain,1992-Q4,.,None
Spain,1993-Q1,.,None
Spain,1993-Q2,.,None
Spain,1993-Q3,.,None
Spain,1993-Q4,.,None
Spain,1994-Q1,.,None
Spain,1994-Q2,.,None
Spain,1994-Q3,.,None
Spain,1994-Q4,.,None
Spain,1995-Q1,-3.2,None
Spain,1995-Q2,-1.5,None
Spain,1995-Q3,-1.1,None
Spain,1995-Q4,0.9,None
Spain,1996-Q1,-2.9,None
Spain,1996-Q2,-1.3,None
Spain,1996-Q3,0.3,None
Spain,1996-Q4,0.8,None
Spain,1997-Q1,-3.3,None
Spain,1997-Q2,-0.4,None
Spain,1997-Q3,0.5,None
Spain,1997-Q4,0.3,None
Spain,1998-Q1,-4.1,None
Spain,1998-Q2,-0.7,None
Spain,1998-Q3,-0.2,None
Spain,1998-Q4,-1.7,None
Spain,1999-Q1,-4.3,None
Spain,1999-Q2,-2.7,None
Spain,1999-Q3,-2.5,None
Spain,1999-Q4,-3.2,None
Spain,2000-Q1,-5.9,None
Spain,2000-Q2,-3.6,None
Spain,2000-Q3,-3.5,None
Spain,2000-Q4,-4,None
Spain,2001-Q1,-6.1,None
Spain,2001-Q2,-4,None
Spain,2001-Q3,-3.4,None
Spain,2001-Q4,-3.9,None
Spain,2002-Q1,-5.1,None
Spain,2002-Q2,-3.1,None
Spain,2002-Q3,-2.5,None
Spain,2002-Q4,-4,None
Spain,2003-Q1,-5.3,None
Spain,2003-Q2,-3,None
Spain,2003-Q3,-3.5,None
Spain,2003-Q4,-3.7,None
Spain,2004-Q1,-6.3,None
Spain,2004-Q2,-5.1,None
Spain,2004-Q3,-5,None
Spain,2004-Q4,-5.3,None
Spain,2005-Q1,-8.7,None
Spain,2005-Q2,-6.7,None
Spain,2005-Q3,-6.4,None
Spain,2005-Q4,-7,None
Spain,2006-Q1,-10.1,None
Spain,2006-Q2,-7.4,None
Spain,2006-Q3,-8.3,None
Spain,2006-Q4,-9.4,None
Spain,2007-Q1,-10.3,None
Spain,2007-Q2,-7.9,None
Spain,2007-Q3,-9.2,None
Spain,2007-Q4,-10,None
Spain,2008-Q1,-11.9,None
Spain,2008-Q2,-8.5,None
Spain,2008-Q3,-7.3,None
Spain,2008-Q4,-7.6,None
Spain,2009-Q1,-6.6,None
Spain,2009-Q2,-2.4,None
Spain,2009-Q3,-2.8,None
Spain,2009-Q4,-4.2,None
Spain,2010-Q1,-5,None
Spain,2010-Q2,-3.3,None
Spain,2010-Q3,-2.9,None
Spain,2010-Q4,-3.2,None
Spain,2011-Q1,-5.2,None
Spain,2011-Q2,-1.5,None
Spain,2011-Q3,-1.3,None
Spain,2011-Q4,-2.5,None
Spain,2012-Q1,-4,None
Spain,2012-Q2,0.2,None
Spain,2012-Q3,2.2,None
Spain,2012-Q4,2,None
Spain,2013-Q1,-0.3,None
Spain,2013-Q2,3.5,None
Spain,2013-Q3,3.1,None
Spain,2013-Q4,2,None
Spain,2014-Q1,-1.2,None
Spain,2014-Q2,1.8,None
Spain,2014-Q3,3.4,None
Spain,2014-Q4,3.1,None
Spain,2015-Q1,-0.3,None
Spain,2015-Q2,2.7,None
Spain,2015-Q3,3.5,None
Spain,2015-Q4,2.2,None
Spain,2016-Q1,0.4,None
Spain,2016-Q2,4.4,None
Spain,2016-Q3,4.6,None
Spain,2016-Q4,3.1,None
Spain,2017-Q1,0.6,None
Spain,2017-Q2,4,None
Spain,2017-Q3,3.8,None
Spain,2017-Q4,2.7,None
Spain,2018-Q1,0.2,None
Spain,2018-Q2,3,None
Spain,2018-Q3,2.5,None
Spain,2018-Q4,1.7,None
Spain,2019-Q1,-0.2,None
Spain,2019-Q2,3.5,None
Spain,2019-Q3,2.7,None
Spain,2019-Q4,2.4,None
Spain,2020-Q1,-0.3,None
Spain,2020-Q2,0.4,None
Spain,2020-Q3,0.5,None
Spain,2020-Q4,2.4,None
Spain,2021-Q1,-0.1,None
Spain,2021-Q2,0.6,None
Spain,2021-Q3,1.4,None
Spain,2021-Q4,1,None
Spain,2022-Q1,-1.4,None
Spain,2022-Q2,0.4,None
Spain,2022-Q3,0.8,None
Spain,2022-Q4,1.4,None
Spain,2023-Q1,2.9,None
Spain,2023-Q2,2.4,None
Spain,2023-Q3,3.1,None
Spain,2023-Q4,2.2,None
Spain,2024-Q1,3.2,None
Spain,2024-Q2,3.3,None
Spain,2024-Q3,4,None
France,1991-Q1,.,None
France,1991-Q2,.,None
France,1991-Q3,.,None
France,1991-Q4,.,None
France,1992-Q1,.,None
France,1992-Q2,.,None
France,1992-Q3,.,None
France,1992-Q4,.,None
France,1993-Q1,.,None
France,1993-Q2,.,None
France,1993-Q3,.,None
France,1993-Q4,.,None
France,1994-Q1,.,None
France,1994-Q2,.,None
France,1994-Q3,.,None
France,1994-Q4,.,None
France,1995-Q1,.,None
France,1995-Q2,.,None
France,1995-Q3,.,None
France,1995-Q4,.,None
France,1996-Q1,.,None
France,1996-Q2,.,None
France,1996-Q3,.,None
France,1996-Q4,.,None
France,1997-Q1,.,None
France,1997-Q2,.,None
France,1997-Q3,.,None
France,1997-Q4,.,None
France,1998-Q1,.,None
France,1998-Q2,.,None
France,1998-Q3,.,None
France,1998-Q4,.,None
France,1999-Q1,2.8,None
France,1999-Q2,3.8,None
France,1999-Q3,4.2,None
France,1999-Q4,2.8,None
France,2000-Q1,0.5,None
France,2000-Q2,1.7,None
France,2000-Q3,1.5,None
France,2000-Q4,0.8,None
France,2001-Q1,1.9,None
France,2001-Q2,0.3,None
France,2001-Q3,2.3,None
France,2001-Q4,1.8,None
France,2002-Q1,1.7,None
France,2002-Q2,0.2,None
France,2002-Q3,1.8,None
France,2002-Q4,0.9,None
France,2003-Q1,1.3,None
France,2003-Q2,-0.4,None
France,2003-Q3,1.3,None
France,2003-Q4,1.1,None
France,2004-Q1,1.3,None
France,2004-Q2,0.2,None
France,2004-Q3,1,None
France,2004-Q4,-0.3,None
France,2005-Q1,0.5,None
France,2005-Q2,-0.2,None
France,2005-Q3,0.9,None
France,2005-Q4,-0.7,None
France,2006-Q1,0.4,None
France,2006-Q2,-0.5,None
France,2006-Q3,1,None
France,2006-Q4,0.1,None
France,2007-Q1,1.1,None
France,2007-Q2,-0.8,None
France,2007-Q3,0.5,None
France,2007-Q4,-1.1,None
France,2008-Q1,-0.4,None
France,2008-Q2,-2.1,None
France,2008-Q3,0.6,None
France,2008-Q4,-0.8,None
France,2009-Q1,-0.6,None
France,2009-Q2,-2.1,None
France,2009-Q3,1.5,None
France,2009-Q4,-1,None
France,2010-Q1,-0.9,None
France,2010-Q2,-1.8,None
France,2010-Q3,0.8,None
France,2010-Q4,-0.6,None
France,2011-Q1,-2.7,None
France,2011-Q2,-0.9,None
France,2011-Q3,0.4,None
France,2011-Q4,-0.2,None
France,2012-Q1,-1.9,None
France,2012-Q2,-1.2,None
France,2012-Q3,-0.2,None
France,2012-Q4,-0.5,None
France,2013-Q1,-2.4,None
France,2013-Q2,-0.4,None
France,2013-Q3,-0.6,None
France,2013-Q4,0.9,None
France,2014-Q1,-2.9,None
France,2014-Q2,-1.9,None
France,2014-Q3,0.3,None
France,2014-Q4,0.8,None
France,2015-Q1,-1.9,None
France,2015-Q2,-0.1,None
France,2015-Q3,-0.1,None
France,2015-Q4,0.7,None
France,2016-Q1,-2.6,None
France,2016-Q2,-0.5,None
France,2016-Q3,-0.5,None
France,2016-Q4,1.4,None
France,2017-Q1,-3.3,None
France,2017-Q2,-0.9,None
France,2017-Q3,1,None
France,2017-Q4,1,None
France,2018-Q1,-2.3,None
France,2018-Q2,-1.9,None
France,2018-Q3,0.2,None
France,2018-Q4,1.1,None
France,2019-Q1,-0.5,None
France,2019-Q2,-0.3,None
France,2019-Q3,0.6,None
France,2019-Q4,2.5,None
France,2020-Q1,-2.5,None
France,2020-Q2,-4.3,None
France,2020-Q3,-2.5,None
France,2020-Q4,0.7,None
France,2021-Q1,-1.2,None
France,2021-Q2,-0.9,None
France,2021-Q3,0.4,None
France,2021-Q4,2.6,None
France,2022-Q1,-1.9,None
France,2022-Q2,-1.1,None
France,2022-Q3,-2.7,None
France,2022-Q4,0.9,None
France,2023-Q1,-3,None
France,2023-Q2,-0.5,None
France,2023-Q3,-1.2,None
France,2023-Q4,0.6,None
France,2024-Q1,-0.9,None
France,2024-Q2,-0.2,None
France,2024-Q3,0,None
Croatia,1991-Q1,.,None
Croatia,1991-Q2,.,None
Croatia,1991-Q3,.,None
Croatia,1991-Q4,.,None
Croatia,1992-Q1,.,None
Croatia,1992-Q2,.,None
Croatia,1992-Q3,.,None
Croatia,1992-Q4,.,None
Croatia,1993-Q1,.,None
Croatia,1993-Q2,.,None
Croatia,1993-Q3,.,None
Croatia,1993-Q4,.,None
Croatia,1994-Q1,.,None
Croatia,1994-Q2,.,None
Croatia,1994-Q3,.,None
Croatia,1994-Q4,.,None
Croatia,1995-Q1,.,None
Croatia,1995-Q2,.,None
Croatia,1995-Q3,.,None
Croatia,1995-Q4,.,None
Croatia,1996-Q1,.,None
Croatia,1996-Q2,.,None
Croatia,1996-Q3,.,None
Croatia,1996-Q4,.,None
Croatia,1997-Q1,.,None
Croatia,1997-Q2,.,None
Croatia,1997-Q3,.,None
Croatia,1997-Q4,.,None
Croatia,1998-Q1,.,None
Croatia,1998-Q2,.,None
Croatia,1998-Q3,.,None
Croatia,1998-Q4,.,None
Croatia,1999-Q1,.,None
Croatia,1999-Q2,.,None
Croatia,1999-Q3,.,None
Croatia,1999-Q4,.,None
Croatia,2000-Q1,-6.2,None
Croatia,2000-Q2,-6,None
Croatia,2000-Q3,14.1,None
Croatia,2000-Q4,-11,None
Croatia,2001-Q1,-10,None
Croatia,2001-Q2,-13.5,None
Croatia,2001-Q3,19,None
Croatia,2001-Q4,-8.4,None
Croatia,2002-Q1,-14,None
Croatia,2002-Q2,-12.7,None
Croatia,2002-Q3,11.7,None
Croatia,2002-Q4,-14.3,None
Croatia,2003-Q1,-14,None
Croatia,2003-Q2,-17.8,None
Croatia,2003-Q3,10.1,None
Croatia,2003-Q4,-18.4,None
Croatia,2004-Q1,-16.2,None
Croatia,2004-Q2,-11.3,None
Croatia,2004-Q3,12.8,None
Croatia,2004-Q4,-13.6,None
Croatia,2005-Q1,-17.1,None
Croatia,2005-Q2,-13.8,None
Croatia,2005-Q3,12.6,None
Croatia,2005-Q4,-15.1,None
Croatia,2006-Q1,-20.5,None
Croatia,2006-Q2,-14.1,None
Croatia,2006-Q3,12.5,None
Croatia,2006-Q4,-13.7,None
Croatia,2007-Q1,-19.7,None
Croatia,2007-Q2,-13.5,None
Croatia,2007-Q3,13.4,None
Croatia,2007-Q4,-16,None
Croatia,2008-Q1,-22.7,None
Croatia,2008-Q2,-18,None
Croatia,2008-Q3,9.2,None
Croatia,2008-Q4,-15.2,None
Croatia,2009-Q1,-17.7,None
Croatia,2009-Q2,-10.3,None
Croatia,2009-Q3,11,None
Croatia,2009-Q4,-12.8,None
Croatia,2010-Q1,-13.2,None
Croatia,2010-Q2,-2.8,None
Croatia,2010-Q3,12.5,None
Croatia,2010-Q4,-8.6,None
Croatia,2011-Q1,-15.5,None
Croatia,2011-Q2,-4.8,None
Croatia,2011-Q3,16.6,None
Croatia,2011-Q4,-7.6,None
Croatia,2012-Q1,-16.6,None
Croatia,2012-Q2,-6,None
Croatia,2012-Q3,16.7,None
Croatia,2012-Q4,-6.1,None
Croatia,2013-Q1,-13.5,None
Croatia,2013-Q2,-5.6,None
Croatia,2013-Q3,18,None
Croatia,2013-Q4,-6.7,None
Croatia,2014-Q1,-14.4,None
Croatia,2014-Q2,-5.6,None
Croatia,2014-Q3,18.4,None
Croatia,2014-Q4,-1.1,None
Croatia,2015-Q1,-12.8,None
Croatia,2015-Q2,-3.5,None
Croatia,2015-Q3,27,None
Croatia,2015-Q4,-5.9,None
Croatia,2016-Q1,-14.1,None
Croatia,2016-Q2,-1.7,None
Croatia,2016-Q3,23.2,None
Croatia,2016-Q4,-4,None
Croatia,2017-Q1,-11.8,None
Croatia,2017-Q2,-0.9,None
Croatia,2017-Q3,25,None
Croatia,2017-Q4,-4.2,None
Croatia,2018-Q1,-16.5,None
Croatia,2018-Q2,-0.8,None
Croatia,2018-Q3,24,None
Croatia,2018-Q4,-8.1,None
Croatia,2019-Q1,-17.3,None
Croatia,2019-Q2,-2.4,None
Croatia,2019-Q3,27.2,None
Croatia,2019-Q4,-4.1,None
Croatia,2020-Q1,-12.6,None
Croatia,2020-Q2,-4.9,None
Croatia,2020-Q3,13.3,None
Croatia,2020-Q4,-2.3,None
Croatia,2021-Q1,-11.3,None
Croatia,2021-Q2,-7.3,None
Croatia,2021-Q3,23.9,None
Croatia,2021-Q4,-7.9,None
Croatia,2022-Q1,-21.9,None
Croatia,2022-Q2,-7.3,None
Croatia,2022-Q3,19.5,None
Croatia,2022-Q4,-10.1,None
Croatia,2023-Q1,-16.8,None
Croatia,2023-Q2,-4.1,None
Croatia,2023-Q3,22.5,None
Croatia,2023-Q4,-5.1,None
Croatia,2024-Q1,-16,None
Croatia,2024-Q2,-5.8,None
Croatia,2024-Q3,19.4,None
Italy,1991-Q1,.,None
Italy,1991-Q2,.,None
Italy,1991-Q3,.,None
Italy,1991-Q4,.,None
Italy,1992-Q1,.,None
Italy,1992-Q2,.,None
Italy,1992-Q3,.,None
Italy,1992-Q4,.,None
Italy,1993-Q1,.,None
Italy,1993-Q2,.,None
Italy,1993-Q3,.,None
Italy,1993-Q4,.,None
Italy,1994-Q1,.,None
Italy,1994-Q2,.,None
Italy,1994-Q3,.,None
Italy,1994-Q4,.,None
Italy,1995-Q1,1.3,None
Italy,1995-Q2,2.7,None
Italy,1995-Q3,2.8,None
Italy,1995-Q4,1.7,None
Italy,1996-Q1,2,None
Italy,1996-Q2,3,None
Italy,1996-Q3,4.2,None
Italy,1996-Q4,2.2,None
Italy,1997-Q1,2.1,None
Italy,1997-Q2,2.6,None
Italy,1997-Q3,3.5,None
Italy,1997-Q4,2.2,None
Italy,1998-Q1,0.6,None
Italy,1998-Q2,2.5,None
Italy,1998-Q3,2.7,None
Italy,1998-Q4,0.8,None
Italy,1999-Q1,0.4,None
Italy,1999-Q2,1.2,None
Italy,1999-Q3,1.8,None
Italy,1999-Q4,-0.1,None
Italy,2000-Q1,-0.2,None
Italy,2000-Q2,-0.9,None
Italy,2000-Q3,0.7,None
Italy,2000-Q4,-0.7,None
Italy,2001-Q1,-0.3,None
Italy,2001-Q2,-0.7,None
Italy,2001-Q3,0.8,None
Italy,2001-Q4,0.7,None
Italy,2002-Q1,-0.4,None
Italy,2002-Q2,-1.3,None
Italy,2002-Q3,0.9,None
Italy,2002-Q4,-1.2,None
Italy,2003-Q1,-2.1,None
Italy,2003-Q2,-1.9,None
Italy,2003-Q3,0.9,None
Italy,2003-Q4,-0.2,None
Italy,2004-Q1,-0.9,None
Italy,2004-Q2,-1,None
Italy,2004-Q3,1.3,None
Italy,2004-Q4,-1.3,None
Italy,2005-Q1,-1.8,None
Italy,2005-Q2,-1,None
Italy,2005-Q3,0.2,None
Italy,2005-Q4,-0.9,None
Italy,2006-Q1,-3.2,None
Italy,2006-Q2,-1.4,None
Italy,2006-Q3,-0.4,None
Italy,2006-Q4,-1,None
Italy,2007-Q1,-2.8,None
Italy,2007-Q2,-1,None
Italy,2007-Q3,0,None
Italy,2007-Q4,-1.7,None
Italy,2008-Q1,-4.1,None
Italy,2008-Q2,-1.4,None
Italy,2008-Q3,-2.2,None
Italy,2008-Q4,-3.3,None
Italy,2009-Q1,-3.8,None
Italy,2009-Q2,-1.7,None
Italy,2009-Q3,-1,None
Italy,2009-Q4,-1,None
Italy,2010-Q1,-4.7,None
Italy,2010-Q2,-2.8,None
Italy,2010-Q3,-2.5,None
Italy,2010-Q4,-3,None
Italy,2011-Q1,-5.5,None
Italy,2011-Q2,-2.7,None
Italy,2011-Q3,-2,None
Italy,2011-Q4,-1,None
Italy,2012-Q1,-3,None
Italy,2012-Q2,0.2,None
Italy,2012-Q3,0.5,None
Italy,2012-Q4,1.3,None
Italy,2013-Q1,-0.9,None
Italy,2013-Q2,1.2,None
Italy,2013-Q3,1.6,None
Italy,2013-Q4,2.1,None
Italy,2014-Q1,-0.1,None
Italy,2014-Q2,1.3,None
Italy,2014-Q3,2.3,None
Italy,2014-Q4,3.4,None
Italy,2015-Q1,-0.7,None
Italy,2015-Q2,1,None
Italy,2015-Q3,2.4,None
Italy,2015-Q4,2.1,None
Italy,2016-Q1,0.6,None
Italy,2016-Q2,2.6,None
Italy,2016-Q3,3.5,None
Italy,2016-Q4,2.9,None
Italy,2017-Q1,1.1,None
Italy,2017-Q2,2.1,None
Italy,2017-Q3,3.5,None
Italy,2017-Q4,3,None
Italy,2018-Q1,1.4,None
Italy,2018-Q2,2.4,None
Italy,2018-Q3,3.6,None
Italy,2018-Q4,2.6,None
Italy,2019-Q1,1.6,None
Italy,2019-Q2,2.6,None
Italy,2019-Q3,3.9,None
Italy,2019-Q4,4.3,None
Italy,2020-Q1,2.3,None
Italy,2020-Q2,1.4,None
Italy,2020-Q3,5.8,None
